iter,max
1,2.3014098911571548
2,1.7747098480926464
3,1.3840542011786214
4,1.139709576277857
5,0.992595789330066
6,0.87469604943387
7,0.7806345848541083
8,0.7046263811069862
9,0.642139581362091
10,0.5898895812354796
11,0.5455246700355005
12,0.5073449608330735
13,0.47437473117145745
14,0.4476134911348777
15,0.42368791457413457
16,0.40214037055034035
17,0.382608576790898
18,0.36480179032030347
19,0.34848382527807853
20,0.3334607107499238
21,0.31957156765398376
22,0.3066817688944433
23,0.2946777508401919
24,0.2834630343896697
25,0.2729551386509681
26,0.2630831572334521
27,0.2537858301533279
28,0.2450099904640001
29,0.2367092982006763
30,0.22884319819094065
31,0.2214523554270097
32,0.21474918493810502
33,0.2083558409335351
34,0.20224952689029352
35,0.1964099178287061
36,0.19081882841378073
37,0.18545993003594763
38,0.18031850912987823
39,0.17538126038027468
40,0.1706361095399358
41,0.1660720614378891
42,0.16167906944472743
43,0.157447923229886
44,0.15337015211952165
45,0.14943794176260872
46,0.14564406215233638
47,0.14198180533824978
48,0.13844493141133218
49,0.13502762155523396
50,0.13172443713608528
51,0.12853028395797583
52,0.12544038094107868
53,0.12245023259173038
54,0.11955560472829085
55,0.11675250300701423
56,0.11403715386083846
57,0.11140598752174002
58,0.10885562284645456
59,0.10638285370703038
60,0.10398463674265157
61,0.10165808029927481
62,0.09940043440851243
63,0.0972090816789194
64,0.09508152899043143
65,0.0930153998986144
66,0.09100842766785489
67,0.08905844886402692
68,0.08716339744628865
69,0.08532129930590338
70,0.08353026720649537
71,0.08178849608617167
72,0.08009425868678044
73,0.07844590147986974
74,0.07684184086254175
75,0.07528055959954882
76,0.07376060349063096
77,0.07228057824441092
78,0.07083914654233747
79,0.06943502527767775
80,0.06806698295630631
81,0.0667338372471794
82,0.06543445267182091
83,0.06416773842268797
84,0.0629326463018578
85,0.061728168771623126
86,0.06055333710973354
87,0.05940721966237561
88,0.05828892018877885
89,0.05719757629165445
90,0.05613235792809801
91,0.05509246599624551
92,0.05407713099303313
93,0.05308561173896564
94,0.05211719416586835
95,0.051171190164206015
96,0.05024693648641221
97,0.049343793703222505
98,0.048461145210000334
99,0.04759839628035861
100,0.04675497316449628
101,0.0459303222298007
102,0.045123909141596474
103,0.04433521808173779
104,0.043563751003215356
105,0.04280902691886673
106,0.0420705812222929
107,0.041347965039631784
108,0.04064074461026118
109,0.039948500695291544
110,0.03927082801220527
111,0.03860733469454347
112,0.03795764177519245
113,0.037321382692336535
114,0.036698202816765946
115,0.03608775899965683
116,0.035489719139692566
117,0.03490376176873017
118,0.03432957565503747
119,0.033766859423324025
120,0.03321532119070114
121,0.03267467821788861
122,0.03214465657493715
123,0.031624990820795396
124,0.031115423696016276
125,0.030615705828124007
126,0.030125595448930675
127,0.02964485812342338
128,0.02917326648943447
129,0.028710600007891607
130,0.028256644723043345
131,0.027811193032133197
132,0.027374043464320708
133,0.026945000468204805
134,0.026523874207682208
135,0.026110480365882927
136,0.02570463995659006
137,0.02530617914302008
138,0.02491492906354137
139,0.02453072566413078
140,0.02415340953712347
141,0.023782825766161975
142,0.02341882377694421
143,0.023061257193675022
144,0.02270998370075128
145,0.022364864909740767
146,0.022025766231243527
147,0.02169255675142434
148,0.02136510911323042
149,0.021043299401795557
150,0.020727007034183287
151,0.020416114653003525
152,0.020128656785471655
153,0.01984882841410135
154,0.019573551945511636
155,0.019302735752724953
156,0.019036290542001455
157,0.018774129280213825
158,0.018516167125386618
159,0.018262321359732603
160,0.018012511324256353
161,0.01776665835717839
162,0.017524685732699774
163,0.01728651860328101
164,0.017052083943535856
165,0.016821310495929054
166,0.01659412871838095
