iter,max
1,2.7130259790992546
2,2.0166734184075987
3,1.4634281465904841
4,1.1798724707527313
5,0.9616909179345867
6,0.7948239486864513
7,0.6911377365870781
8,0.6209789387388717
9,0.5629663489353341
10,0.5138407819760226
11,0.47167506954924954
12,0.43502453653603024
13,0.40447435253607955
14,0.37713054085995035
15,0.35245190477684674
16,0.33001247646145493
17,0.3094774700681415
18,0.2905782917288581
19,0.27309732210328064
20,0.2568556576341816
21,0.24170354174947561
22,0.22750410867889326
23,0.21418281670579353
24,0.20172668945523664
25,0.19006449560944094
26,0.17916219451375692
27,0.16897685576932187
28,0.15945939330309866
29,0.15056851382607872
30,0.14226338282706552
31,0.13450292545681908
32,0.12724842973792616
33,0.120463675007626
34,0.11411466673215087
35,0.10816956684106005
36,0.10259874708603556
37,0.09737474752856234
38,0.09247216192756824
39,0.08786753722675433
40,0.08353924918686029
41,0.07946737908522872
42,0.07563359011006976
43,0.0720210074451495
44,0.06861410359933906
45,0.06539858975864521
46,0.062361314072772345
47,0.059490167040644026
48,0.05677399394324345
49,0.05420251414392607
50,0.05176624695434451
51,0.049456443699282204
52,0.04726502557791823
53,0.04518452690650954
54,0.043208043329366674
55,0.0413291845968321
56,0.03954203152731406
57,0.03784109679293968
58,0.036413597200675496
59,0.03515116209075492
60,0.03394185584175985
61,0.032782936764654436
62,0.031671838798319085
63,0.030606157900001263
64,0.02958363966125338
65,0.028602168028815933
66,0.027659755011422982
67,0.026754531282972227
68,0.025884737586371054
69,0.0250487168657344
70,0.024244907055491982
71,0.023471834462848395
72,0.022728107691559973
73,0.022012412053116437
74,0.02132350442465608
75,0.02066020851038919
76,0.020021410472408796
77,0.01940605489730801
78,0.018813141070190054
79,0.018241719527953282
80,0.017690888870456
81,0.0171597928048976
82,0.016647617407091808
83,0.01615358857799193
84,0.01567696968277177
85,0.015217059355763618
86,0.014773189458480662
87,0.014344723178080498
88,0.013931053256205861
89,0.01353160033645695
90,0.013145811423155795
91,0.012773158440824828
92,0.012413136888812293
93,0.01206526458193763
94,0.01172908047263227
95,0.011404143546241252
96,0.011090031786750443
97,0.010786341206225292
98,0.010492684932533525
99,0.010208692354304383
100,0.009934008315534426
101,0.009668292358392894
102,0.009411218011018907
103,0.009162472115508913
104,0.008921754195646114
105,0.00868877586006539
106,0.008463260238261994
107,0.008244941449765675
108,0.008033564099798496
109,0.007828882805559045
110,0.007630661745522904
111,0.007438674233716525
112,0.007252702316700832
113,0.007072536391037998
114,0.006897974840939292
115,0.0067288236940997725
116,0.006564896295732148
117,0.006406012997529187
118,0.006252000863734342
119,0.006102693389859415
120,0.005957930237394549
121,0.005817556978862493
122,0.005681424856558814
123,0.005549390552587685
124,0.005421315968756502
125,0.005297068018376927
126,0.0051765184253707575
127,0.005059543535193667
128,0.004946024131425142
129,0.0048358452633388005
130,0.004728896079279843
131,0.004625069668101667
132,0.004524262907291243
133,0.0044263763184013705
134,0.004331313926938585
135,0.004238983130980589
136,0.004149294572620754
137,0.004062162016727322
138,0.003977502233307617
139,0.0038952348864854103
140,0.003815282426217259
141,0.0037375699863325673
142,0.0036620252843609924
143,0.003588578527867037
144,0.0035171623230031424
145,0.003447711586999469
146,0.0033801634648094603
147,0.0033144572478621126
148,0.0032505342973747076
149,0.0031883379688231184
150,0.003127813542093405
151,0.0030689081507968563
152,0.0030115707180938256
