iter,max
1,1.8991478528571477
2,0.8281053094637063
3,0.48391991066559426
4,0.31446626605951405
5,0.24351496459541777
6,0.18049978343605583
7,0.14525576970446344
8,0.13182265546833452
9,0.12053652888544787
10,0.1055394789780802
11,0.09522266313544148
12,0.08803885991764748
13,0.0805023901171856
14,0.0727977879149524
15,0.06617089174068752
16,0.06113133319134961
17,0.055946642666221125
18,0.05163738569336564
19,0.047983984342789096
20,0.044172036762065825
21,0.040591404703236085
22,0.03747179053054772
23,0.034324336730820526
24,0.031293380646428434
25,0.02833462122801739
26,0.02571436729754246
27,0.022790707215829025
28,0.020397082872671158
29,0.01831289482611234
30,0.016434768785702436
31,0.014751560274217774
32,0.01316784871269138
33,0.01174085816274988
34,0.010420970505448084
35,0.009231717161526801
36,0.008173151556329916
37,0.007274485067270871
38,0.0064762502531743316
39,0.006158940788694722
40,0.005841078846684833
41,0.005555314088584118
42,0.005304963354718195
43,0.005071827929370998
44,0.004848907670897296
45,0.004636751852563847
46,0.004437795387607579
47,0.004253884642106853
48,0.004077374454418026
49,0.003911761940098346
50,0.0037600450100215843
51,0.003614804380226877
52,0.0034770777190834545
53,0.003347937755017849
54,0.003224871941659657
55,0.0031085534260539838
56,0.0029977386626243163
57,0.002892172755754041
58,0.002791973499051914
59,0.0026962693428587148
60,0.002605072438039868
61,0.0025180066931248524
62,0.0024346254597108485
63,0.0023549593775056277
64,0.002278672291725292
65,0.002205598447300061
66,0.002135537734339499
67,0.0020682594797790665
68,0.0020036321392312706
69,0.0019414993752859822
70,0.001881742846316481
71,0.0018242244134121233
72,0.0017688431718460018
73,0.00171548004789579
74,0.0016640276275525778
75,0.0016143933229929575
76,0.0015664931744183708
77,0.00152024683218821
78,0.0014755720724703991
79,0.00143239920995486
80,0.0013906621381610806
81,0.0013502996664277456
82,0.0013112506809662694
83,0.0012734606649116298
84,0.0012368783760768887
85,0.0012014540459330814
86,0.0011671415886626013
87,0.0011338977206940548
88,0.0011016817586082528
89,0.0010704541095353237
90,0.0010401783947763255
91,0.0010108194990252617
92,0.0009823442465285437
93,0.0009547212523294268
94,0.0009279204026635401
95,0.0009019132373967453
96,0.0008766725075073367
97,0.0008521722851724256
98,0.0008283877529975392
99,0.0008052952361644605
100,0.0007828720367881736
101,0.0007610964419064725
102,0.0007399476684677442
103,0.0007194057566951573
104,0.0006994515549750835
105,0.0006800666657770238
106,0.0006612334094397987
107,0.0006429347837575428
108,0.0006251544283019106
109,0.0006078765810324516
110,0.0005910860587008404
111,0.0005747682255164976
112,0.0005589089637924038
113,0.0005434946484610403
114,0.0005285121270449666
115,0.0005139486956240447
116,0.0004997920782464638
117,0.0004860304086984346
118,0.00047265221158032666
119,0.0004596463858543842
120,0.00044700219040372247
121,0.00043470922699595516
122,0.0004227574276275403
123,0.0004111370413466542
124,0.0003998386212429317
125,0.00038885301338653644
126,0.0003781713442827517
127,0.00036778501244061346
128,0.0003576856770598491
129,0.0003478652484137923
130,0.0003383158798763164
131,0.00032902995805328406
132,0.0003200000958659688
133,0.0003112191242459206
134,0.00030268008454059636
135,0.0002943762211066181
136,0.0002863009763058866
137,0.00027844798128329185
138,0.00027081105311677067
139,0.00026338418519422646
140,0.00025616154497787313
141,0.00024913746551069593
142,0.00024230644296008297
143,0.00023566312957634672
144,0.00022920232933376639
145,0.0002229189943872001
146,0.00021680821809133555
147,0.00021086523423619052
148,0.00020508540903307892
149,0.00019946424058581158
150,0.00019399735174585597
151,0.00018868048953613048
152,0.0001835095189609559
153,0.00017848042141954679
154,0.00017358928936117568
155,0.00016883232540865212
156,0.0001642058368711563
157,0.00015970623460792588
158,0.00015533002859113854
159,0.00015107382604218067
160,0.00014693432803769557
161,0.00014290832717944735
162,0.00013899270502215622
163,0.00013518442911908402
164,0.00013148055152334415
165,0.00012787820482396128
166,0.00012437460128522648
167,0.00012096703052633107
168,0.00011765285623621669
169,0.00011442951544005098
170,0.00011129451518265832
171,0.00010824543192122782
172,0.00010527990806707965
173,0.00010239565159086972
174,0.00009959043353613417
175,0.00009686208549175568
176,0.0000942084999014936
177,0.00009162762611525377
178,0.00008911747088691246
179,0.0000866760941268252
180,0.00008430161096262268
181,0.00008199218738091929
182,0.00007974603926397261
183,0.00007756143270620797
184,0.00007543668029452721
